cik,company_name,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
842633,TRIMAS CORP,2023-07-27,USD / shares,0.27,USD,178660000.0,USD,54530000.0,USD,34470000.0,USD,233190000.0,USD,15010000.0,USD,15010000.0,USD,3990000.0,,,USD,-9990000.0,USD,17460000.0,USD,1356360000.0,USD,409940000.0,USD,1356360000.0,USD,318630000.0,USD,0.0,USD,946420000.0,USD,694000000.0,USD,627790000.0,USD,662360000.0,USD,542380000.0,USD,151620000.0,USD,662360000.0,-27450000.0
912595,MID AMERICA APARTMENT COMMUNITIES INC.,2023-07-27,USD / shares,1.24,,87502000.0,,,USD,383010000.0,USD,535146000.0,USD,149935000.0,USD,145965000.0,USD,278000.0,,,USD,7708000.0,USD,-173629000.0,USD,11391170000.0,USD,11391170000.0,USD,11391170000.0,,,USD,187955000.0,USD,0.0,USD,5020107000.0,,,USD,6162117000.0,USD,0.0,USD,5020107000.0,USD,6350072000.0,181337000.0
1687229,Invitation Homes Inc.,2023-07-27,USD / shares,0.23,,87502000.0,,,USD,503431000.0,USD,600372000.0,USD,185084000.0,USD,184522000.0,USD,46802000.0,,,USD,91237000.0,USD,-167569000.0,USD,18542255000.0,USD,18542255000.0,USD,18542255000.0,USD,24981000.0,USD,32835000.0,USD,0.0,USD,8259547000.0,USD,-24981000.0,USD,10249873000.0,USD,0.0,USD,8259547000.0,USD,10282708000.0,258806000.0
743238,"SHYFT GROUP, INC.",2023-07-27,USD / shares,0.13,USD,182347000.0,USD,42754000.0,USD,36160000.0,USD,225101000.0,USD,4685000.0,USD,4685000.0,USD,0.0,,,USD,430000.0,USD,-22867000.0,USD,495846000.0,USD,260173000.0,USD,495846000.0,USD,77393000.0,USD,69000.0,USD,235673000.0,USD,234648000.0,USD,158280000.0,USD,261129000.0,USD,94511000.0,USD,140137000.0,USD,261198000.0,23297000.0
875657,ULTRALIFE CORP,2023-07-27,USD / shares,0.21,USD,32104000.0,USD,10588000.0,USD,6923000.0,USD,42692000.0,USD,3047000.0,USD,3047000.0,USD,-301000.0,USD,-119000.0,USD,2678000.0,USD,1562000.0,USD,175392000.0,USD,87826000.0,USD,175392000.0,USD,21122000.0,USD,145000.0,USD,87566000.0,USD,55717000.0,USD,66444000.0,USD,119530000.0,USD,26514000.0,USD,29203000.0,USD,119675000.0,1116000.0
1707925,LINDE PLC,2023-07-27,USD / shares,3.22,,87502000.0,,,USD,6193000000.0,USD,8204000000.0,USD,1500000000.0,USD,1486000000.0,USD,-112000000.0,USD,1000000.0,USD,-1605000000.0,USD,-2892000000.0,USD,78718000000.0,USD,11411000000.0,USD,78718000000.0,,,USD,1324000000.0,USD,67307000000.0,USD,37470000000.0,,,USD,39911000000.0,USD,22918000000.0,USD,14552000000.0,USD,41235000000.0,1287000000.0
1283699,"T-Mobile US, Inc.",2023-07-27,USD / shares,1.86,,87502000.0,,,USD,15403000000.0,USD,19196000000.0,USD,2268000000.0,USD,2268000000.0,USD,47000000.0,,,USD,2084000000.0,USD,-784000000.0,USD,210602000000.0,USD,20237000000.0,USD,210602000000.0,USD,41804000000.0,USD,0.0,USD,190365000000.0,USD,144852000000.0,USD,148561000000.0,USD,65750000000.0,USD,120283000000.0,USD,24569000000.0,USD,65750000000.0,2868000000.0
1728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",2023-07-27,USD / shares,0.35,,87502000.0,,,USD,21734000.0,USD,86516000.0,USD,69865000.0,USD,69605000.0,USD,16865000.0,,,USD,-56850000.0,USD,107379000.0,USD,4312822000.0,USD,4312822000.0,USD,4312822000.0,,,USD,8532000.0,USD,0.0,USD,1505562000.0,,,USD,2798728000.0,USD,0.0,USD,1505562000.0,USD,2807260000.0,-164229000.0
1289848,Huron Consulting Group Inc.,2023-07-27,USD / shares,1.3,,87502000.0,,,USD,315180000.0,USD,354899000.0,USD,28055000.0,USD,28055000.0,USD,28055000.0,USD,43000.0,USD,4557000.0,USD,-68116000.0,USD,1257325000.0,USD,379501000.0,USD,1257325000.0,USD,23440000.0,USD,0.0,USD,877824000.0,USD,705707000.0,USD,854384000.0,USD,551618000.0,USD,506174000.0,USD,199533000.0,USD,551618000.0,72673000.0
1851959,Concord Acquisition Corp II,2023-07-27,,,,87502000.0,,,,61616000.0,,116920000.0,USD,2832037.0,USD,2832037.0,USD,0.0,,,USD,0.0,USD,179066.0,USD,288999256.0,USD,887848.0,USD,288999256.0,,,USD,0.0,USD,288111408.0,USD,10568414.0,,,USD,-9588609.0,USD,10392876.0,USD,175538.0,USD,-9588609.0,-179066.0
811156,CMS ENERGY CORP,2023-07-27,USD / shares,0.67,,87502000.0,,,USD,1311000000.0,USD,1555000000.0,USD,190000000.0,USD,198000000.0,USD,0.0,,,USD,-192000000.0,USD,571000000.0,USD,32265000000.0,USD,2603000000.0,USD,32265000000.0,USD,24264000000.0,USD,561000000.0,USD,29662000000.0,USD,24559000000.0,USD,5398000000.0,USD,7145000000.0,USD,21822000000.0,USD,2737000000.0,USD,7706000000.0,-763000000.0
1590714,Element Solutions Inc,2023-07-27,USD / shares,0.12,USD,357600000.0,USD,228500000.0,USD,175900000.0,USD,586100000.0,USD,-35800000.0,USD,-35200000.0,USD,-65500000.0,USD,-5100000.0,USD,3400000.0,USD,126800000.0,USD,5061000000.0,USD,1256500000.0,USD,5061000000.0,USD,282500000.0,USD,16200000.0,USD,3804500000.0,USD,2741300000.0,USD,3522000000.0,USD,2303500000.0,USD,2363200000.0,USD,378100000.0,USD,2319700000.0,-123400000.0
732717,AT&T INC.,2023-07-27,USD / shares,0.61,,87502000.0,,,USD,23511000000.0,USD,29917000000.0,USD,4713000000.0,USD,4440000000.0,USD,-49000000.0,,,USD,6680000000.0,USD,2181000000.0,USD,408453000000.0,USD,36672000000.0,USD,408453000000.0,,,USD,14172000000.0,USD,371781000000.0,USD,292378000000.0,,,USD,101903000000.0,USD,238219000000.0,USD,54159000000.0,USD,116075000000.0,4499000000.0
37996,FORD MOTOR CO,2023-07-28,USD / shares,0.48,USD,37471000000.0,USD,7483000000.0,USD,5022000000.0,USD,44954000000.0,USD,1884000000.0,USD,1781000000.0,USD,-132000000.0,USD,-4000000.0,USD,4264000000.0,USD,3413000000.0,USD,265991000000.0,USD,121712000000.0,USD,265991000000.0,USD,38503000000.0,USD,-71000000.0,USD,144279000000.0,USD,222385000000.0,USD,105776000000.0,USD,43677000000.0,USD,121370000000.0,USD,101015000000.0,USD,43606000000.0,851000000.0
879101,KIMCO REALTY CORP,2023-07-28,,,,87502000.0,,,USD,298818000.0,USD,442840000.0,USD,114631000.0,USD,111987000.0,USD,5361000.0,,,USD,207300000.0,USD,-167110000.0,USD,17927718000.0,USD,17927718000.0,USD,17927718000.0,,,USD,132310000.0,USD,0.0,USD,8079377000.0,,,USD,9623098000.0,USD,0.0,USD,8079377000.0,USD,9755408000.0,374410000.0
1477815,"Sweetgreen, Inc.",2023-07-28,USD / shares,-0.24,,87502000.0,,,USD,62335000.0,USD,152525000.0,USD,-27258000.0,USD,-27258000.0,USD,0.0,,,USD,-16495000.0,USD,1623000.0,USD,887375000.0,USD,306487000.0,USD,887375000.0,USD,259848000.0,USD,0.0,USD,580888000.0,USD,376051000.0,USD,321040000.0,USD,511324000.0,USD,297967000.0,USD,78084000.0,USD,511324000.0,-18118000.0
1518621,"Orchid Island Capital, Inc.",2023-07-28,USD / shares,0.25,USD,173000.0,USD,39738000.0,USD,4646000.0,USD,39911000.0,USD,10249000.0,USD,10249000.0,USD,0.0,,,USD,63379000.0,USD,460442000.0,USD,4730930000.0,USD,4730930000.0,USD,4730930000.0,,,USD,0.0,USD,0.0,USD,4240845000.0,,,USD,490085000.0,USD,0.0,USD,4240845000.0,USD,490085000.0,-397063000.0
1592386,"Virtu Financial, Inc.",2023-07-28,USD / shares,0.16,,87502000.0,,,USD,471387000.0,USD,506854000.0,USD,40273000.0,USD,23084000.0,USD,10729000.0,USD,2527000.0,USD,-63374000.0,USD,-168546000.0,USD,13389684000.0,USD,13389684000.0,USD,13389684000.0,,,USD,277201000.0,USD,0.0,USD,11837383000.0,,,USD,1275100000.0,USD,0.0,USD,11837383000.0,USD,1552301000.0,105172000.0
1144980,ASBURY AUTOMOTIVE GROUP INC,2023-07-28,USD / shares,9.37,USD,3029400000.0,USD,713100000.0,USD,425400000.0,USD,3742500000.0,USD,206000000.0,USD,206000000.0,USD,206000000.0,,,USD,-219200000.0,USD,-261900000.0,USD,8165900000.0,USD,2003900000.0,USD,8165900000.0,USD,1940200000.0,USD,0.0,USD,6162000000.0,USD,5097300000.0,USD,4221800000.0,USD,3068600000.0,USD,4047700000.0,USD,1049600000.0,USD,3068600000.0,42700000.0
1028918,PACIFIC PREMIER BANCORP INC,2023-07-28,USD / shares,0.6,,87502000.0,,,USD,146900000.0,USD,225388000.0,USD,44898000.0,USD,44898000.0,USD,44898000.0,,,USD,38781000.0,USD,-699403000.0,USD,20747883000.0,USD,20747883000.0,USD,20747883000.0,USD,61527000.0,USD,0.0,USD,0.0,USD,17898749000.0,USD,-61527000.0,USD,2849134000.0,USD,0.0,USD,17898749000.0,USD,2849134000.0,738184000.0
1626115,PJT Partners Inc.,2023-07-28,,,,87502000.0,,,USD,292108000.0,USD,346277000.0,USD,42729000.0,USD,23077000.0,USD,1677000.0,,,USD,56008000.0,USD,-65015000.0,USD,1087102000.0,USD,1087102000.0,USD,1087102000.0,USD,29358000.0,USD,616084000.0,USD,0.0,USD,321911000.0,USD,-29358000.0,USD,149107000.0,USD,0.0,USD,321911000.0,USD,765191000.0,121023000.0
1253986,ARBOR REALTY TRUST INC,2023-07-28,USD / shares,0.42,,87502000.0,,,USD,79196000.0,USD,108542000.0,USD,93332000.0,USD,93332000.0,USD,0.0,,,USD,-236160000.0,USD,-594857000.0,USD,16157627000.0,USD,16157627000.0,USD,16157627000.0,,,USD,135933000.0,USD,0.0,USD,12997986000.0,,,USD,3023708000.0,USD,0.0,USD,12997986000.0,USD,3159641000.0,358697000.0
1577670,Ladder Capital Corp,2023-07-28,USD / shares,0.23,,87502000.0,,,USD,4987000.0,USD,101829000.0,USD,29092000.0,USD,29092000.0,USD,1000000.0,,,USD,112920000.0,USD,-154762000.0,USD,5628651000.0,USD,5628651000.0,USD,5628651000.0,,,USD,-599000.0,USD,0.0,USD,4097151000.0,,,USD,1532099000.0,USD,0.0,USD,4097151000.0,USD,1531500000.0,267682000.0
732712,VERIZON COMMUNICATIONS INC,2023-07-28,USD / shares,1.1,,87502000.0,,,USD,25376000000.0,USD,32596000000.0,USD,5022000000.0,USD,4904000000.0,USD,256000000.0,,,USD,2438000000.0,USD,-3203000000.0,USD,379955000000.0,USD,37388000000.0,USD,379955000000.0,USD,107270000000.0,USD,1309000000.0,USD,342567000000.0,USD,283453000000.0,USD,235297000000.0,USD,95193000000.0,USD,232049000000.0,USD,51404000000.0,USD,96502000000.0,5641000000.0
1058090,CHIPOTLE MEXICAN GRILL INC,2023-07-28,USD / shares,12.38,,87502000.0,,,USD,2082991000.0,USD,2514801000.0,USD,342269000.0,USD,342269000.0,USD,342269000.0,USD,-25000.0,USD,95112000.0,USD,-95230000.0,USD,7552435000.0,USD,1556419000.0,USD,7552435000.0,USD,2021964000.0,USD,0.0,USD,5996016000.0,USD,4785549000.0,USD,3974052000.0,USD,2766886000.0,USD,3803299000.0,USD,982250000.0,USD,2766886000.0,190342000.0
856982,MERIT MEDICAL SYSTEMS INC,2023-07-28,USD / shares,0.35,USD,167274000.0,USD,152782000.0,USD,123970000.0,USD,320056000.0,USD,21630000.0,USD,21630000.0,USD,1385000.0,,,USD,15897000.0,USD,141506000.0,USD,1837568000.0,USD,594907000.0,USD,1837568000.0,USD,384362000.0,USD,0.0,USD,1242661000.0,USD,633868000.0,USD,858299000.0,USD,1203700000.0,USD,443865000.0,USD,190003000.0,USD,1203700000.0,-125609000.0
1031203,GROUP 1 AUTOMOTIVE INC,2023-07-28,USD / shares,12.08,USD,3783000000.0,USD,775500000.0,USD,504700000.0,USD,4558500000.0,USD,194400000.0,USD,194400000.0,USD,194400000.0,USD,500000.0,USD,1600000.0,USD,170000000.0,USD,7424600000.0,USD,2348900000.0,USD,7424600000.0,,,USD,0.0,USD,5075700000.0,USD,4905700000.0,,,USD,2518900000.0,USD,2783400000.0,USD,2122300000.0,USD,2518900000.0,-168400000.0
1163302,UNITED STATES STEEL CORP,2023-07-28,USD / shares,2.12,USD,4161000000.0,USD,847000000.0,USD,283000000.0,USD,5008000000.0,USD,496000000.0,USD,496000000.0,USD,19000000.0,USD,0.0,USD,244000000.0,USD,143000000.0,USD,20309000000.0,USD,7835000000.0,USD,20309000000.0,USD,9436000000.0,USD,93000000.0,USD,12474000000.0,USD,9491000000.0,USD,3038000000.0,USD,10725000000.0,USD,5419000000.0,USD,4072000000.0,USD,10818000000.0,101000000.0
1721741,"Lazydays Holdings, Inc.",2023-07-28,USD / shares,0.12,USD,240657000.0,USD,67723000.0,USD,54939000.0,USD,308380000.0,USD,2364000.0,USD,2364000.0,USD,2364000.0,,,USD,-16876000.0,USD,-24015000.0,USD,857326000.0,USD,454636000.0,USD,857326000.0,USD,207568000.0,USD,0.0,USD,402690000.0,USD,530773000.0,USD,195122000.0,USD,271570000.0,USD,171492000.0,USD,359281000.0,USD,271570000.0,7139000.0
826675,DYNEX CAPITAL INC,2023-07-28,USD / shares,0.97,,87502000.0,,,USD,7632000.0,USD,-2930000.0,USD,42971000.0,USD,42971000.0,USD,-9443000.0,,,USD,39132000.0,USD,1245129000.0,USD,5525955000.0,USD,5525955000.0,USD,5525955000.0,,,USD,0.0,USD,0.0,USD,4644993000.0,,,USD,880962000.0,USD,0.0,USD,4644993000.0,USD,880962000.0,-1205997000.0
1433195,APPFOLIO INC,2023-07-28,USD / shares,-0.53,,87502000.0,,,USD,147754000.0,USD,147075000.0,USD,-18567000.0,USD,-18567000.0,USD,334000.0,,,USD,-79227000.0,USD,-7049000.0,USD,351359000.0,USD,209482000.0,USD,351359000.0,USD,26635000.0,USD,0.0,USD,141877000.0,USD,125406000.0,USD,115242000.0,USD,225953000.0,USD,50695000.0,USD,74711000.0,USD,225953000.0,-72178000.0
49196,HUNTINGTON BANCSHARES INC /MD/,2023-07-28,USD / shares,0.36,,87502000.0,,,USD,-367000000.0,USD,332000000.0,USD,314000000.0,USD,308000000.0,USD,-251000000.0,,,USD,710000000.0,USD,-1087000000.0,USD,188505000000.0,USD,188505000000.0,USD,188505000000.0,USD,1128000000.0,USD,50000000.0,USD,0.0,USD,169667000000.0,USD,-1128000000.0,USD,18788000000.0,USD,0.0,USD,169667000000.0,USD,18838000000.0,1797000000.0
1177702,SAIA INC,2023-07-28,USD / shares,3.43,,87502000.0,,,USD,574367000.0,USD,694622000.0,USD,91319000.0,USD,91319000.0,USD,0.0,,,USD,68572000.0,USD,-5125000.0,USD,2337111000.0,USD,578869000.0,USD,2337111000.0,USD,1607553000.0,USD,0.0,USD,1758242000.0,USD,590889000.0,USD,150689000.0,USD,1746222000.0,USD,323595000.0,USD,267294000.0,USD,1746222000.0,73697000.0
1434621,"LendingTree, Inc.",2023-07-28,USD / shares,-0.01,USD,9302000.0,USD,78509000.0,USD,71896000.0,USD,182453000.0,USD,-115000.0,USD,-115000.0,USD,-115000.0,,,USD,12567000.0,USD,-100000.0,USD,1039139000.0,USD,264430000.0,USD,1039139000.0,USD,56549000.0,USD,0.0,USD,774709000.0,USD,797424000.0,USD,718160000.0,USD,241715000.0,USD,717546000.0,USD,79878000.0,USD,241715000.0,12667000.0
799292,"M/I HOMES, INC.",2023-07-28,USD / shares,4.25,USD,755829000.0,USD,258184000.0,USD,107525000.0,USD,1014013000.0,USD,118001000.0,USD,118001000.0,USD,0.0,,,USD,125723000.0,USD,-42458000.0,USD,3861749000.0,USD,3861749000.0,USD,3861749000.0,USD,35495000.0,USD,0.0,USD,0.0,USD,1563290000.0,USD,-35495000.0,USD,2298459000.0,USD,0.0,USD,1563290000.0,USD,2298459000.0,168181000.0
1056696,MANHATTAN ASSOCIATES INC,2023-07-28,USD / shares,0.64,USD,108813000.0,USD,122203000.0,USD,71720000.0,USD,231016000.0,USD,39604000.0,USD,39604000.0,USD,39604000.0,,,USD,-27866000.0,USD,-67427000.0,USD,526994000.0,USD,360019000.0,USD,526994000.0,USD,11754000.0,USD,0.0,USD,166975000.0,USD,356444000.0,USD,155221000.0,USD,170550000.0,USD,25835000.0,USD,330609000.0,USD,170550000.0,39561000.0
811596,KAISER ALUMINUM CORP,2023-07-28,USD / shares,1.14,USD,718400000.0,USD,95700000.0,USD,59800000.0,USD,814100000.0,USD,11000000.0,USD,11000000.0,USD,11000000.0,,,USD,-11700000.0,USD,-38000000.0,USD,2267500000.0,USD,996600000.0,USD,2267500000.0,USD,1041000000.0,USD,0.0,USD,1270900000.0,USD,1629400000.0,USD,229900000.0,USD,638100000.0,USD,1274700000.0,USD,354700000.0,USD,638100000.0,26300000.0
892553,CHART INDUSTRIES INC,2023-07-28,USD / shares,0.05,USD,627500000.0,USD,280600000.0,USD,184900000.0,USD,908100000.0,USD,10000000.0,USD,7000000.0,USD,-2100000.0,USD,-300000.0,USD,32900000.0,USD,-34400000.0,USD,9407500000.0,USD,2555600000.0,USD,9407500000.0,,,USD,133000000.0,USD,6851900000.0,USD,6600300000.0,,,USD,2674200000.0,USD,4754800000.0,USD,1845500000.0,USD,2807200000.0,67300000.0
38725,FRANKLIN ELECTRIC CO INC,2023-07-28,USD / shares,1.29,USD,380700000.0,USD,188481000.0,USD,107578000.0,USD,569181000.0,USD,65071000.0,USD,64498000.0,USD,4911000.0,USD,-2848000.0,USD,1354000.0,USD,-38516000.0,USD,1803081000.0,USD,966390000.0,USD,1803081000.0,USD,224464000.0,USD,2842000.0,USD,836691000.0,USD,652679000.0,USD,612227000.0,USD,1146659000.0,USD,220002000.0,USD,432677000.0,USD,1149501000.0,39870000.0
1219601,CROWN HOLDINGS INC,2023-07-28,USD / shares,1.31,,87502000.0,,,USD,2742000000.0,USD,3109000000.0,USD,260000000.0,USD,232000000.0,USD,73000000.0,USD,-9000000.0,USD,141000000.0,USD,-161000000.0,USD,14569000000.0,USD,4612000000.0,USD,14569000000.0,USD,4890000000.0,USD,480000000.0,USD,9957000000.0,USD,11854000000.0,USD,5067000000.0,USD,2235000000.0,USD,8300000000.0,USD,3554000000.0,USD,2715000000.0,302000000.0
51434,INTERNATIONAL PAPER CO /NEW/,2023-07-28,USD / shares,0.68,USD,3360000000.0,USD,1322000000.0,USD,988000000.0,USD,4682000000.0,USD,226000000.0,USD,226000000.0,USD,-9000000.0,USD,4000000.0,USD,38000000.0,USD,-230000000.0,USD,23683000000.0,USD,6476000000.0,USD,23683000000.0,USD,10473000000.0,USD,0.0,USD,17207000000.0,USD,15279000000.0,USD,6734000000.0,USD,8404000000.0,USD,11212000000.0,USD,4067000000.0,USD,8404000000.0,268000000.0
1025378,W. P. Carey Inc.,2023-07-28,,,USD,124000.0,USD,452454000.0,USD,231563000.0,USD,452578000.0,USD,149122000.0,USD,149247000.0,USD,4542000.0,USD,-2152000.0,USD,55456000.0,USD,128347000.0,USD,19076325000.0,USD,19076325000.0,USD,19076325000.0,,,USD,16359000.0,USD,0.0,USD,9829393000.0,,,USD,9230573000.0,USD,0.0,USD,9829393000.0,USD,9246932000.0,-72891000.0
1722482,"Avantor, Inc.",2023-07-28,USD / shares,-0.01,USD,1153900000.0,USD,590000000.0,USD,518300000.0,USD,1743900000.0,USD,10500000.0,USD,10500000.0,USD,10500000.0,USD,-700000.0,USD,-58100000.0,USD,-196200000.0,USD,13063300000.0,USD,2499100000.0,USD,13063300000.0,USD,698200000.0,USD,0.0,USD,10564200000.0,USD,8052000000.0,USD,9866000000.0,USD,5011300000.0,USD,6501900000.0,USD,1550100000.0,USD,5011300000.0,138100000.0
1129155,MARINE PRODUCTS CORP,2023-07-28,USD / shares,0.42,USD,87502000.0,USD,28656000.0,USD,12173000.0,USD,116158000.0,USD,14418000.0,USD,14418000.0,USD,14418000.0,,,USD,3614000.0,USD,-4820000.0,USD,190277000.0,USD,142768000.0,USD,190277000.0,USD,21019000.0,USD,0.0,USD,47509000.0,USD,46580000.0,USD,26490000.0,USD,143697000.0,USD,18163000.0,USD,28417000.0,USD,143697000.0,8434000.0
74303,OLIN Corp,2023-07-28,USD / shares,1.15,USD,1392600000.0,USD,310100000.0,USD,93400000.0,USD,1702700000.0,USD,144000000.0,USD,146200000.0,USD,-700000.0,USD,-200000.0,USD,-14900000.0,USD,-260700000.0,USD,7952500000.0,USD,2198200000.0,USD,7952500000.0,USD,2550600000.0,USD,39600000.0,USD,5754300000.0,USD,5480900000.0,USD,3203700000.0,USD,2432000000.0,USD,4085200000.0,USD,1395700000.0,USD,2471600000.0,245800000.0
1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",2023-07-28,USD / shares,0.98,,87502000.0,,,USD,36302000.0,USD,47161000.0,USD,8131000.0,USD,8131000.0,USD,-206000.0,,,USD,-73164000.0,USD,77113000.0,USD,3265738000.0,USD,3265738000.0,USD,3265738000.0,USD,5094000.0,USD,0.0,USD,0.0,USD,2993106000.0,USD,-5094000.0,USD,272632000.0,USD,0.0,USD,2993106000.0,USD,272632000.0,-150277000.0
896622,"APTARGROUP, INC.",2023-07-28,USD / shares,1.27,,87502000.0,,,USD,779349000.0,USD,895906000.0,USD,77736000.0,USD,78632000.0,USD,-5311000.0,USD,-4305000.0,USD,-5827000.0,USD,-10991000.0,USD,4347712000.0,USD,1516019000.0,USD,4347712000.0,,,USD,14038000.0,USD,2831693000.0,USD,2159286000.0,,,USD,2174388000.0,USD,1129501000.0,USD,1029785000.0,USD,2188426000.0,5164000.0
1627223,Chemours Co,2023-07-28,USD / shares,-2.52,USD,1233000000.0,USD,410000000.0,USD,806000000.0,USD,1643000000.0,USD,-352000000.0,USD,-352000000.0,USD,24000000.0,USD,-4000000.0,USD,-76000000.0,USD,-73000000.0,USD,7660000000.0,USD,3374000000.0,USD,7660000000.0,USD,3190000000.0,USD,2000000.0,USD,4286000000.0,USD,6850000000.0,USD,1096000000.0,USD,808000000.0,USD,4660000000.0,USD,2190000000.0,USD,810000000.0,-3000000.0
9326,BALCHEM CORP,2023-07-28,USD / shares,0.94,USD,153903000.0,USD,77349000.0,USD,34513000.0,USD,231252000.0,USD,28442000.0,USD,28442000.0,USD,28442000.0,USD,36000.0,USD,6657000.0,USD,-24759000.0,USD,1619231000.0,USD,336534000.0,USD,1619231000.0,USD,271471000.0,USD,0.0,USD,1282697000.0,USD,612328000.0,USD,1011226000.0,USD,1006903000.0,USD,497942000.0,USD,114386000.0,USD,1006903000.0,31416000.0
1347178,Vanda Pharmaceuticals Inc.,2023-07-28,USD / shares,0.03,,87502000.0,,,USD,48923000.0,USD,46056000.0,USD,910000.0,USD,910000.0,USD,-610000.0,USD,-26000.0,USD,26000.0,USD,204140000.0,USD,641682000.0,USD,533504000.0,USD,641682000.0,USD,2164000.0,USD,0.0,USD,108178000.0,USD,101784000.0,USD,106014000.0,USD,539898000.0,USD,14387000.0,USD,87397000.0,USD,539898000.0,-204114000.0
1545654,"Alexander & Baldwin, Inc.",2023-07-28,USD / shares,0.18,,87502000.0,,,USD,36900000.0,USD,53100000.0,USD,18700000.0,USD,17100000.0,USD,3700000.0,,,USD,-2800000.0,USD,6700000.0,USD,1784900000.0,USD,1784900000.0,USD,1784900000.0,,,USD,0.0,USD,0.0,USD,752000000.0,,,USD,1023700000.0,USD,0.0,USD,752000000.0,USD,1023700000.0,-9500000.0
1500217,"American Assets Trust, Inc.",2023-07-28,USD / shares,0.2,USD,39797000.0,USD,69924000.0,USD,38432000.0,USD,109721000.0,USD,19659000.0,USD,15532000.0,USD,4262000.0,,,USD,-2619000.0,USD,-25379000.0,USD,3012460000.0,USD,3012460000.0,USD,3012460000.0,,,USD,-38616000.0,USD,0.0,USD,1836344000.0,,,USD,1214732000.0,USD,0.0,USD,1836344000.0,USD,1176116000.0,22760000.0
1060822,CARTERS INC,2023-07-28,USD / shares,0.64,USD,308303000.0,USD,291896000.0,USD,254335000.0,USD,600199000.0,USD,29316000.0,USD,29316000.0,USD,29316000.0,USD,857000.0,USD,16818000.0,USD,-138555000.0,USD,2288471000.0,USD,1045371000.0,USD,2288471000.0,USD,178100000.0,USD,0.0,USD,1243100000.0,USD,1513462000.0,USD,1065000000.0,USD,775009000.0,USD,995926000.0,USD,517536000.0,USD,775009000.0,155373000.0
1755237,"Cyclerion Therapeutics, Inc.",2023-07-28,USD / shares,-1.83,,87502000.0,,,USD,4243000.0,USD,0.0,USD,-4178000.0,USD,-4178000.0,USD,-4178000.0,USD,3000.0,USD,6209000.0,,-657000.0,USD,10097000.0,USD,7113000.0,USD,10097000.0,USD,0.0,USD,0.0,USD,2984000.0,USD,4947000.0,,,USD,5150000.0,USD,0.0,USD,4947000.0,USD,5150000.0,411707.0
26780,DANA INC,2023-07-28,USD / shares,0.21,USD,2477000000.0,USD,271000000.0,USD,147000000.0,USD,2748000000.0,USD,32000000.0,USD,27000000.0,USD,-4000000.0,,,USD,83000000.0,USD,-46000000.0,USD,8046000000.0,USD,4331000000.0,USD,8046000000.0,,,USD,58000000.0,USD,3715000000.0,USD,6152000000.0,,,USD,1623000000.0,USD,3432000000.0,USD,2720000000.0,USD,1681000000.0,129000000.0
1411207,Allison Transmission Holdings Inc,2023-07-28,USD / shares,1.94,USD,402000000.0,USD,381000000.0,USD,139000000.0,USD,783000000.0,USD,175000000.0,USD,175000000.0,USD,175000000.0,,,USD,7000000.0,USD,-115000000.0,USD,4856000000.0,USD,1069000000.0,USD,4856000000.0,USD,761000000.0,USD,0.0,USD,3787000000.0,USD,3800000000.0,USD,3026000000.0,USD,1056000000.0,USD,3303000000.0,USD,497000000.0,USD,1056000000.0,122000000.0
1590584,Civeo Corp,2023-07-28,USD / shares,0.3,,87502000.0,,,USD,168671000.0,USD,178843000.0,USD,6248000.0,USD,6474000.0,USD,2081000.0,USD,-368000.0,USD,-945000.0,USD,-13489000.0,USD,558962000.0,USD,175878000.0,USD,558962000.0,USD,275561000.0,USD,3173000.0,USD,383084000.0,USD,263629000.0,USD,107523000.0,USD,292160000.0,USD,160947000.0,USD,102682000.0,USD,295333000.0,12544000.0
